"ID"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"njc157"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc158"	0	0	0	0.18	0	0	6.81	0	0	0	0.02	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0.01	0	0	0.13	0.02	0	0	0	0.07	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.11	0	0.2	0.11	0	0.07	0	0	0.04	0	0	0	0.51	0.02	0	0	0.47	0	0.02	0	0	0	0	0	0.18	0	0.07
"njc159"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc160"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc161"	37.13	41.38	3.2	19.31	1.31	24.04	6.24	16.05	34.77	18.82	22.34	26.06	44.65	18.83	45.92	28.13	17.76	11.4	37.12	27.94	38.87	26.81	40.74	21.28	55.2	20.14	18.69	25.01	17.54	38.34	26.51	44.62	22.07	37.22	19.05	11.62	11.47	42.07	14.48	17.72	26.29	14.91	18.56	26.08	20.85	9.26	14.13	46.25	29.56	21.22	25.19	19.49	17.87	28.87	31.07	65.45	12.8	28.56	29.31	14.91	37.61	15.08	15.6	17.14	43.7	11.42	10.36	40.45	26.54	35.58	16.49	14.89	26.55	21.46	36.46	6.09	21.71	12.49	12.79	10.26	19.43	32.99	7.05	17.43	30.27	30.82	15.18	13.89	30.02	14.65	22.58	21.44	22.49	11.56	33.87	26.55	13.58	23.7	9.08	30.43	13.67	20.23	19.55	30.76	6.47	40.37	32.91	22.2	16.47	15.67	22.96	18.3	28.02	17.87	20.69	23.98	26.29	18.25	46.49	15.78	22.36	15.23	11.26	19.4	40.41	6.52	44.17	19.58
"njc162"	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"njc163"	0	0.07	0	0.16	0	0	1.98	0.02	0.02	0.08	0	0	0.02	0	0	0.98	0.02	0.13	0.31	0.02	0	0.31	0	1.38	0	0	0	0.33	0	0.02	0.8	0.02	0	0.6	0	0	0	0.42	0.07	0.02	0.02	0	0	0	0.02	0	0.02	0.24	0.04	0	0	0.09	0	0.02	0	0.04	0	0	0	0.07	0.02	0.03	0.02	0	0.18	0	0.11	0.07	0	0	0	0.13	0.02	0.02	0.69	0	0.04	0	0.02	0	0	0	0	0.02	0.51	0.11	0	0	0.38	0	0.02	0.27	0.02	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0.27	0.11	0	0.04	0.04	0	0.09	0	0.09	0.22	0.51	0.04	0	0.07	0.56	0.02	0.02	0	0.07	0	1.09	0.09	0	0.02	0.07
"njc164"	0	0.07	0.02	0.36	0	0.02	1.41	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0.02	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0.02	0.07	0	0.02	0.18	0	0	0.07	0.03	0.02	0	0.04	0.04	0	0.87	0	0.04	0.04	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0	0.04	0.04	0.07	0	0	0.02	0.02	0.18	0	1.53	0.04	0	0	0.13
"njc165"	0.02	0.27	0	0.22	0	0	5.44	0.13	0	0.01	0	0.02	0.02	0.24	0.02	0.02	0.16	0.09	0.13	0.24	0.24	0.02	0.07	0.96	0.04	0.07	0.02	0	0	0.13	1.62	0.24	0.2	0	0.02	0.02	0	0	0	0.11	0	0	0	0.38	0	0.02	0.02	0	0.13	0.04	0	0	0.04	0.02	0.22	0.11	0.11	0	0	0.2	0.42	0.02	0	0	0.24	0.02	0.07	0.13	0.03	0.04	0.02	0.04	0.24	0	0	0.02	0.04	0	0.07	0.18	0	0.2	0.02	0	0	0.11	0.07	0.02	0	0	0.02	0.11	0.02	0.16	0.04	0	0.02	0.29	0.11	0.13	0	0	0.18	0.2	0.38	0.09	0.04	0	0.02	0.04	0	0.22	0	0.07	0.11	0	0.07	0.02	0.07	0	0.09	0	0.22	0	0.53	0.18	0.02	0
"njc166"	0.31	1.38	1.07	9.77	0.96	1.29	0	2.5	0.4	1.7	6.6	0.44	0.31	1.25	0.38	4.78	2.65	0.71	2.16	1.49	0.96	2.93	2.78	0	3.53	0.53	0.93	4.14	1.8	4.69	0	2.6	2.51	4.23	1	1.18	1.44	1.91	2.67	2.49	1.04	2.53	2.13	3.23	1.31	0.58	0.02	3.09	2.98	0.8	1.42	2	1.36	1.91	4.09	4.22	2.24	2.13	0.76	0.8	2.18	2.56	1.13	2.13	0.64	1.47	1.27	2.18	0.69	0.89	1	1.24	1.02	0.33	7.95	4.87	0.53	1.87	1.96	0.65	5.93	1.69	1.85	1.2	10.65	1.2	2.2	1.69	4.74	2.29	3.96	2.27	0.64	2.62	3.67	2.47	3.42	2.05	3.07	3.09	3.29	2.56	3.38	0.29	1	0.89	0.31	0.78	4.25	3.69	0.53	1.71	1.85	1.13	1.49	7.67	0.89	0.4	1.02	0.98	1.67	4.67	4.94	13.35	1.54	4.56	0.36	2.6
"njc167"	0	0.02	0.02	0.07	0	0.07	0	0.31	0.04	0.27	0	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.07	0	0.04	0.04	0.02	0.02	0	0.04	0	0.02	0	0.04	0.02	0	0.04	0.04	0.33	0.04	0.02	0.04	0	0	0.04	0.04	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0	0	0.13	0.11	0.13	0.11	0.04	0.13	0.07	0.13	0.02	0.22	0.07	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.07	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.09	0.04	0	0.09	0.04	0.04	0.18	0.04	0.02	0.04	0	0.04	0.02	0.04	0.13	0.16	0.13	0.04	0.04	0.18
"njc168"	0	0.07	0	0.16	0	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc169"	0	0.07	0	0.16	0	0	0	0	0	0.08	0.02	0	0	0	0.02	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.04	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.18	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0.02	0	0.51	0	0	0	0.38	0	0	0.27	0	0.02	0.04	0.04	0.04	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc170"	0.07	0.31	0.31	1.57	0.16	0.11	5.21	0.65	0.13	0.56	0.07	0.33	0.22	1.07	0.27	21.7	0.78	0.4	6.64	0.53	0.38	3.4	0.13	0	0.11	0.18	0.11	3.27	0.07	0.13	0	0.16	0.16	3.18	0.02	0.2	0.2	1.36	0.38	0.38	0.09	0.07	0	0.04	0.04	0.09	0.04	0.56	0.11	0.2	0.16	0.09	0.16	0.13	0.6	0.11	0.22	0	0	0.2	0.24	0.26	0.13	0.16	0.64	0.09	0.31	0.18	0.39	0.24	0.18	0.09	0.4	0.16	1.69	0.11	0.18	0.44	0.64	0.16	0.04	0.47	0.11	0.13	1.78	0.24	0.58	0.58	1.31	0.13	0.02	0.64	0.02	1.18	0.27	0.18	0.53	0.27	0.91	0.36	0.13	0.02	0.53	0.11	0.09	0.09	0.04	0.02	0.13	0.42	0.18	0.27	0.58	0.11	0.44	0.84	0.18	0.07	0.09	0.09	0.38	0.64	0.38	4.34	0.33	0.56	0.07	0.29
