Sequence_ID	Extract_ID	Sample_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By	Pipeline	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes
JOA-51-MGE-S119	DNA1-JOA-51-MGE	JOA-51-MGE	CM007	4	S119	barcode04	27F	1492R	MIN_16_2024-5-21	1.46	2.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-02-16	SA	54	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-29	51	08:00:00	Joans	SA	3	Molecular Grade (96%) Ethanol	18	collected from bedding	intervention_2	gum	Joans_51	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
LAM-37-MGE-S120	DNA1-LAM-37-MGE	LAM-37-MGE	CM007	5	S120	barcode05	27F	1492R	MIN_16_2024-5-21	0.926	4.3	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	88	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-15	37	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	Lambchop_37	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
GOO-44-MGE-S121	DNA1-GOO-44-MGE	GOO-44-MGE	CM007	6	S121	barcode06	27F	1492R	MIN_16_2024-5-21	0.541	7.4	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	2.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-22	44	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Goose_44	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
JOA-44-MGE-S122	DNA1-JOA-44-MGE	JOA-44-MGE	CM007	7	S122	barcode07	27F	1492R	MIN_16_2024-5-21	1.27	3.2	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	64	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-22	44	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Joans_44	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IVY-46-MGE-S123	DNA1-IVY-46-MGE	IVY-46-MGE	CM007	8	S123	barcode08	27F	1492R	MIN_16_2024-5-21	3.63	1.1	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	2.38	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-24	46	08:00:00	Ivy	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ivy_46	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
KUB-48-MGE-S124	DNA1-KUB-48-MGE	KUB-48-MGE	CM007	9	S124	barcode09	27F	1492R	MIN_16_2024-5-21	2.06	2	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	90	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-26	48	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	Kubo_48	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
FRA-49-MGE-S125	DNA1-FRA-49-MGE	FRA-49-MGE	CM007	10	S125	barcode10	27F	1492R	MIN_16_2024-5-21	0.662	6.1	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-04	SA	60	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-27	49	08:00:00	Franc	SA	3	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Franc_49	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
HEN-42-MGE-S126	DNA1-HEN-42-MGE	HEN-42-MGE	CM007	11	S126	barcode11	27F	1492R	MIN_16_2024-5-21	7.6	0.5	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	7.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-20	42	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	13	collected from bedding	washout_1	control-washout	Henry_42	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
HER-45-MGE-S127	DNA1-HER-45-MGE	HER-45-MGE	CM007	12	S127	barcode12	27F	1492R	MIN_16_2024-5-21	5.2	0.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-23	45	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Hera_45	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
GRO-45-MGE-S128	DNA1-GRO-45-MGE	GRO-45-MGE	CM007	13	S128	barcode13	27F	1492R	MIN_16_2024-5-21	1.66	2.4	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-23	45	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Grogu_45	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
OPH-49-MGE-S129	DNA1-OPH-49-MGE	OPH-49-MGE	CM007	14	S129	barcode14	27F	1492R	MIN_16_2024-5-21	0.581	6.9	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	46	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-27	49	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	17		intervention_2	control	Ophelia_49	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
GIN-49-MGE-S130	DNA1-GIN-49-MGE	GIN-49-MGE	CM007	15	S130	barcode15	27F	1492R	MIN_16_2024-5-21	2.82	1.4	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	29	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-27	49	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Ginger_49	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
CHA-51-MGE-S131	DNA1-CHA-51-MGE	CHA-51-MGE	CM007	16	S131	barcode16	27F	1492R	MIN_16_2024-5-21	1.9	2.1	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-03-08	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-29	51	08:00:00	Charles	SA	3	Molecular Grade (96%) Ethanol	18	collected from bedding	intervention_2	gum	Charles_51	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
KUB-30-MGE-S132	DNA1-KUB-30-MGE	KUB-30-MGE	CM007	17	S132	barcode17	27F	1492R	MIN_16_2024-5-21	3.63	1.1	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-10-11	SA/SK	1.53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-08	30	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Kubo_30	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
GIN-47-MGE-S133	DNA1-GIN-47-MGE	GIN-47-MGE	CM007	18	S133	barcode18	27F	1492R	MIN_16_2024-5-21	5.7	0.7	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-10-18	SA/SK	2.13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-25	47	07:30:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ginger_47	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
KOR-49-MGE-S134	DNA1-KOR-49-MGE	KOR-49-MGE	CM007	19	S134	barcode19	27F	1492R	MIN_16_2024-5-21	0.0917	43.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-10-25	SA/SK	2.15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-27	49	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	17		intervention_2	control	Korra_49	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
HEN-59-MGE-S135	DNA1-HEN-59-MGE	HEN-59-MGE	CM007	20	S135	barcode20	27F	1492R	MIN_16_2024-5-21	4.32	0.9	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-10-25	SA/SK	2.01	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-07	59	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Henry_59	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
WOL-60-MGE-S136	DNA1-WOL-60-MGE	WOL-60-MGE	CM007	21	S136	barcode21	27F	1492R	MIN_16_2024-5-21	3.18	1.3	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-10-25	SA/SK	2.33	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-08	60	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Wolverine_60	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
JOA-62-MGE-S137	DNA1-JOA-62-MGE	JOA-62-MGE	CM007	22	S137	barcode22	27F	1492R	MIN_16_2024-5-21	4.89	0.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-11-01	SA/SK	2.73	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-10	62	08:00:00	Joans	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Joans_62	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
FRA-22-MGE-S138	DNA1-FRA-22-MGE	FRA-22-MGE	CM007	23	S138	barcode23	27F	1492R	MIN_16_2024-5-21	5.1	0.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2023-11-01	SA/SK	2.31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-31	22	07:30:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	5		intervention_1	control	Franc_22	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
CM-NTC-007	NTC	NTC7	CM007	24	CTRL	barcode24	27F	1492R	MIN_16_2024-5-21	0.0157	255.9	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOO-22-MGE-S139	DNA1-GOO-22-MGE	GOO-22-MGE	CM008	1	S139	barcode01	27F	1492R	MIN_16_2024-6-11	5.6	0.7	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-21	SA	4.28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-31	22	07:30:00	Goose	SA/GR	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Goose_22	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
HAM-23-MGE-S140	DNA1-HAM-23-MGE	HAM-23-MGE	CM008	2	S140	barcode02	27F	1492R	MIN_16_2024-6-11	1.03	3.9	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-21	SA	4.66	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-01	23	08:00:00	Hamlet	SA	5	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Hamlet_23	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
IRI-23-MGE-S141	DNA1-IRI-23-MGE	IRI-23-MGE	CM008	3	S141	barcode03	27F	1492R	MIN_16_2024-6-11	1.72	2.3	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-21	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-01	23	08:00:00	Iris	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Iris_23	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
HER-24-MGE-S142	DNA1-HER-24-MGE	HER-24-MGE	CM008	4	S142	barcode04	27F	1492R	MIN_16_2024-6-11	2.37	1.7	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-21	SA	2.38	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-02	24	08:00:00	Hera	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Hera_24	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
JOA-24-MGE-S143	DNA1-JOA-24-MGE	JOA-24-MGE	CM008	5	S143	barcode05	27F	1492R	MIN_16_2024-6-11	1.05	3.8	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-21	SA	8.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-02	24	07:30:00	Joans	SA	3	Molecular Grade (96%) Ethanol	6		intervention_1	control	Joans_24	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
BUD-52-MGE-S144	DNA1-BUD-52-MGE	BUD-52-MGE	CM008	6	S144	barcode06	27F	1492R	MIN_16_2024-6-11	1.73	2.3	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	4.71	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-30	52	08:00:00	Buddy	SA	4	Molecular Grade (96%) Ethanol	19		intervention_2	gum	Buddy_52	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
GIN-52-MGE-S145	DNA1-GIN-52-MGE	GIN-52-MGE	CM008	7	S145	barcode07	27F	1492R	MIN_16_2024-6-11	3.87	1	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	5.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-30	52	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	19		intervention_2	gum	Ginger_52	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
HER-53-MGE-S146	DNA1-HER-53-MGE	HER-53-MGE	CM008	8	S146	barcode08	27F	1492R	MIN_16_2024-6-11	1.43	2.8	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	1.05	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-01	53	07:30:00	Hera	SA/GR	3	Molecular Grade (96%) Ethanol	19		intervention_2	control	Hera_53	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
FRA-53-MGE-S147	DNA1-FRA-53-MGE	FRA-53-MGE	CM008	9	S147	barcode09	27F	1492R	MIN_16_2024-6-11	1.68	2.4	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	1.75	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-01	53	08:00:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	19		intervention_2	gum	Franc_53	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
MAR-53-MGE-S148	DNA1-MAR-53-MGE	MAR-53-MGE	CM008	10	S148	barcode10	27F	1492R	MIN_16_2024-6-11	2.76	1.5	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-01	53	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	19		intervention_2	gum	Marshmallow_53	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
LAM-55-MGE-S149	DNA1-LAM-55-MGE	LAM-55-MGE	CM008	11	S149	barcode11	27F	1492R	MIN_16_2024-6-11	2.21	1.8	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-03	55	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	20		intervention_2	control	Lambchop_55	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
CHA-55-MGE-S150	DNA1-CHA-55-MGE	CHA-55-MGE	CM008	12	S150	barcode12	27F	1492R	MIN_16_2024-6-11	3.49	1.2	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	2.96	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-03	55	08:00:00	Charles	SA/GR	3	Molecular Grade (96%) Ethanol	20		intervention_2	gum	Charles_55	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
GRO-56-MGE-S151	DNA1-GRO-56-MGE	GRO-56-MGE	CM008	13	S151	barcode13	27F	1492R	MIN_16_2024-6-11	7.5	0.5	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-04	56	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	20		intervention_2	gum	Grogu_56	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
JOA-56-MGE-S152	DNA1-JOA-56-MGE	JOA-56-MGE	CM008	14	S152	barcode14	27F	1492R	MIN_16_2024-6-11	2.71	1.5	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	6.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-04	56	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	21		intervention_2	gum	Joans_56	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
WOL-58-MGE-S153	DNA1-WOL-58-MGE	WOL-58-MGE	CM008	15	S153	barcode15	27F	1492R	MIN_16_2024-6-11	4.6	0.9	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	1.32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-06	58	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Wolverine_58	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
JOA-60-MGE-S154	DNA1-JOA-60-MGE	JOA-60-MGE	CM008	16	S154	barcode16	27F	1492R	MIN_16_2024-6-11	1.61	2.5	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-03-25	SA	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-05-08	60	08:00:00	Joans	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Joans_60	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IRI-17-MGE-S155	DNA1-IRI-17-MGE	IRI-17-MGE	CM008	17	S155	barcode17	27F	1492R	MIN_16_2024-6-11	2.17	1.9	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	20	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-26	17	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Iris_17	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
LAM-17-MGE-S156	DNA1-LAM-17-MGE	LAM-17-MGE	CM008	18	S156	barcode18	27F	1492R	MIN_16_2024-6-11	2.7	1.5	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-26	17	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Lambchop_17	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
HAM-18-MGE-S157	DNA1-HAM-18-MGE	HAM-18-MGE	CM008	19	S157	barcode19	27F	1492R	MIN_16_2024-6-11	1.43	2.8	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-27	18	08:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hamlet_18	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
WOL-18-MGE-S158	DNA1-WOL-18-MGE	WOL-18-MGE	CM008	20	S158	barcode20	27F	1492R	MIN_16_2024-6-11	1.71	2.3	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	7.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-27	18	08:00:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_18	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
OPH-19-MGE-S159	DNA1-OPH-19-MGE	OPH-19-MGE	CM008	21	S159	barcode21	27F	1492R	MIN_16_2024-6-11	2.54	1.6	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	9.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-28	19	08:00:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Ophelia_19	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
FRA-19-MGE-S160	DNA1-FRA-19-MGE	FRA-19-MGE	CM008	22	S160	barcode22	27F	1492R	MIN_16_2024-6-11	4.48	0.9	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	3.87	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-28	19	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_19	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
