"","Extract_ID","Sample_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes"
"708","DNA1-HER-20-MGE","HER-20-MGE","DNA",2024-04-23,"SA","50","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"709","DNA1-GOO-20-MGE","GOO-20-MGE","DNA",2024-04-23,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"710","DNA1-JAR-21-MGE","JAR-21-MGE","DNA",2024-04-23,"SA","3.13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"711","DNA1-KUB-21-MGE","KUB-21-MGE","DNA",2024-04-23,"SA","1.86","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"712","DNA1-KOR-21-MGE","KOR-21-MGE","DNA",2024-04-23,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"713","DNA1-IRI-22-MGE","IRI-22-MGE","DNA",2024-04-23,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"714","DNA1-GRO-22-MGE","GRO-22-MGE","DNA",2024-04-23,"SA","9.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"715","DNA1-HAM-25-MGE","HAM-25-MGE","DNA",2024-04-23,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"716","DNA1-LAM-25-MGE","LAM-25-MGE","DNA",2024-04-23,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"717","DNA1-BUD-44-MGE","BUD-44-MGE","DNA",2024-04-30,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"718","DNA1-HEN-44-MGE","HEN-44-MGE","DNA",2024-04-30,"SA","0.639","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"719","DNA1-MAR-45-MGE","MAR-45-MGE","DNA",2024-04-30,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"720","DNA1-JOA-45-MGE","JOA-45-MGE","DNA",2024-04-30,"SA","39","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"721","DNA1-HEN-46-MGE","HEN-46-MGE","DNA",2024-04-30,"SA","0.495","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"722","DNA1-GIN-46-MGE","GIN-46-MGE","DNA",2024-04-30,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"723","DNA1-FRA-47-MGE","FRA-47-MGE","DNA",2024-04-30,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"724","DNA1-IVY-47-MGE","IVY-47-MGE","DNA",2024-04-30,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"725","DNA1-KOR-48-MGE","KOR-48-MGE","DNA",2024-04-30,"SA","3.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"726","DNA1-CHA-48-MGE","CHA-48-MGE","DNA",2024-04-30,"SA","100","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"727","DNA1-HEN-48-MGE","HEN-48-MGE","DNA",2024-04-30,"SA","2.76","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"728","DNA1-MAR-49-MGE","MAR-49-MGE","DNA",2024-04-30,"SA","3.77","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"729","DNA1-JOA-49-MGE","JOA-49-MGE","DNA",2024-04-30,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"730","DNA1-GRO-50-MGE","GRO-50-MGE","DNA",2024-04-30,"SA","9.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"731","DNA1-GIN-50-MGE","GIN-50-MGE","DNA",2024-04-30,"SA","8.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"732","DNA1-OPH-9-MGE","OPH-9-MGE","DNA",2024-05-07,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"733","DNA1-CHA-9-MGE","CHA-9-MGE","DNA",2024-05-07,"SA","2.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"734","DNA1-HAM-11-MGE","HAM-11-MGE","DNA",2024-05-07,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"735","DNA1-BUD-11-MGE","BUD-11-MGE","DNA",2024-05-07,"SA","7.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"736","DNA1-JAR-14-MGE","JAR-14-MGE","DNA",2024-05-07,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"737","DNA1-IRI-14-MGE","IRI-14-MGE","DNA",2024-05-07,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"738","DNA1-WOL-17-MGE","WOL-17-MGE","DNA",2024-05-07,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"739","DNA1-IVY-17-MGE","IVY-17-MGE","DNA",2024-05-07,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"740","DNA1-HER-18-MGE","HER-18-MGE","DNA",2024-05-07,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"741","DNA1-KUB-18-MGE","KUB-18-MGE","DNA",2024-05-07,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"742","DNA1-GIN-18-MGE","GIN-18-MGE","DNA",2024-05-07,"SA","2.01","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"743","DNA1-KOR-22-MGE","KOR-22-MGE","DNA",2024-05-07,"SA","4.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"744","DNA1-MAR-22-MGE","MAR-22-MGE","DNA",2024-05-07,"SA","9.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"745","DNA1-GOO-24-MGE","GOO-24-MGE","DNA",2024-05-07,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"746","DNA1-HEN-24-MGE","HEN-24-MGE","DNA",2024-05-07,"SA","4.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"747","DNA1-HER-41-MGE","HER-41-MGE","DNA",2024-05-21,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"748","DNA1-GIN-41-MGE","GIN-41-MGE","DNA",2024-05-21,"SA","8.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"749","DNA1-FRA-42-MGE","FRA-42-MGE","DNA",2024-05-21,"SA","0.419","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"750","DNA1-IVY-42-MGE","IVY-42-MGE","DNA",2024-05-21,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"751","DNA1-HAM-45-MGE","HAM-45-MGE","DNA",2024-05-21,"SA","9.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"752","DNA1-BUD-45-MGE","BUD-45-MGE","DNA",2024-05-21,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"753","DNA1-HEN-45-MGE","HEN-45-MGE","DNA",2024-05-21,"SA","6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"754","DNA1-KOR-46-MGE","KOR-46-MGE","DNA",2024-05-21,"SA","0.395","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"755","DNA1-MAR-46-MGE","MAR-46-MGE","DNA",2024-05-21,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"756","DNA1-JAR-48-MGE","JAR-48-MGE","DNA",2024-05-21,"SA","5.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"757","DNA1-IVY-48-MGE","IVY-48-MGE","DNA",2024-05-21,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"758","DNA1-OPH-50-MGE","OPH-50-MGE","DNA",2024-05-21,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"759","DNA1-JOA-50-MGE","JOA-50-MGE","DNA",2024-05-21,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"760","DNA1-KUB-52-MGE","KUB-52-MGE","DNA",2024-05-21,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"761","DNA1-CHA-52-MGE","CHA-52-MGE","DNA",2024-05-21,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"762","DNA1-HER-7-MGE","HER-7-MGE","DNA",2024-05-28,"SA/TSP","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"763","DNA1-PAD-7-MGE","PAD-7-MGE","DNA",2024-05-28,"SA/TSP","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"764","DNA1-KOR-9-MGE","KOR-9-MGE","DNA",2024-05-28,"SA/TSP","8.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"765","DNA1-GRO-9-MGE","GRO-9-MGE","DNA",2024-05-28,"SA/TSP","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"766","DNA1-JAR-11-MGE","JAR-11-MGE","DNA",2024-05-28,"SA/TSP","5.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"767","DNA1-JOA-11-MGE","JOA-11-MGE","DNA",2024-05-28,"SA/TSP","6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"768","DNA1-BUD-17-MGE","BUD-17-MGE","DNA",2024-05-28,"SA/TSP","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"769","DNA1-IRI-18-MGE","IRI-18-MGE","DNA",2024-05-28,"SA/TSP","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"770","DNA1-IVY-18-MGE","IVY-18-MGE","DNA",2024-05-28,"SA/TSP","2.72","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"771","DNA1-HAM-20-MGE","HAM-20-MGE","DNA",2024-05-28,"SA/TSP","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"772","DNA1-OPH-20-MGE","OPH-20-MGE","DNA",2024-05-28,"SA/TSP","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"773","DNA1-KUB-22-MGE","KUB-22-MGE","DNA",2024-05-28,"SA/TSP","2.33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"774","DNA1-HEN-22-MGE","HEN-22-MGE","DNA",2024-05-28,"SA/TSP","8.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"775","DNA1-WOL-24-MGE","WOL-24-MGE","DNA",2024-05-28,"SA/TSP","4.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"776","DNA1-GIN-24-MGE","GIN-24-MGE","DNA",2024-05-28,"SA/TSP","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"777","DNA1-GRO-42-MGE","GRO-42-MGE","DNA",2024-06-17,"SA","43","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"778","DNA1-GIN-42-MGE","GIN-42-MGE","DNA",2024-06-17,"SA","8.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"779","DNA1-KUB-45-MGE","KUB-45-MGE","DNA",2024-06-17,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"780","DNA1-HAM-46-MGE","HAM-46-MGE","DNA",2024-06-17,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"781","DNA1-JOA-46-MGE","JOA-46-MGE","DNA",2024-06-17,"SA","68","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"782","DNA1-HER-48-MGE","HER-48-MGE","DNA",2024-06-17,"SA","48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"783","DNA1-WOL-48-MGE","WOL-48-MGE","DNA",2024-06-17,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"784","DNA1-KUB-49-MGE","KUB-49-MGE","DNA",2024-06-17,"SA","8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"785","DNA1-IVY-49-MGE","IVY-49-MGE","DNA",2024-06-17,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"786","DNA1-KOR-50-MGE","KOR-50-MGE","DNA",2024-06-17,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"787","DNA1-FRA-50-MGE","FRA-50-MGE","DNA",2024-06-17,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"788","DNA1-JAR-52-MGE","JAR-52-MGE","DNA",2024-06-17,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"789","DNA1-MAR-52-MGE","MAR-52-MGE","DNA",2024-06-17,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"790","DNA1-IRI-55-MGE","IRI-55-MGE","DNA",2024-06-17,"SA","8.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"791","DNA1-IVY-55-MGE","IVY-55-MGE","DNA",2024-06-17,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"792","DNA1-JAR-18-MGE","JAR-18-MGE","DNA",2024-08-07,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"793","DNA1-BUD-18-MGE","BUD-18-MGE","DNA",2024-08-07,"SA","1.35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"794","DNA1-WOL-19-MGE","WOL-19-MGE","DNA",2024-08-07,"SA","4.31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"795","DNA1-IVY-19-MGE","IVY-19-MGE","DNA",2024-08-07,"SA","4.32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"796","DNA1-IRI-20-MGE","IRI-20-MGE","DNA",2024-08-07,"SA","4.64","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"797","DNA1-GIN-20-MGE","GIN-20-MGE","DNA",2024-08-07,"SA","1.21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"798","DNA1-HAM-21-MGE","HAM-21-MGE","DNA",2024-08-07,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"799","DNA1-BUD-21-MGE","BUD-21-MGE","DNA",2024-08-07,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"800","DNA1-HER-22-MGE","HER-22-MGE","DNA",2024-08-07,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"801","DNA1-JOA-22-MGE","JOA-22-MGE","DNA",2024-08-07,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"802","DNA1-KOR-23-MGE","KOR-23-MGE","DNA",2024-08-09,"AS","5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"803","DNA1-OPH-24-MGE","OPH-24-MGE","DNA",2024-08-09,"AS","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"804","DNA1-FRA-24-MGE","FRA-24-MGE","DNA",2024-08-09,"AS","7.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"805","DNA1-KUB-25-MGE","KUB-25-MGE","DNA",2024-08-09,"AS","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"806","DNA1-HEN-25-MGE","HEN-25-MGE","DNA",2024-08-09,"AS","0.727","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"807","DNA1-GIN-44-MGE","GIN-44-MGE","DNA",2024-08-15,"AS","2.71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"808","DNA1-KOR-45-MGE","KOR-45-MGE","DNA",2024-08-15,"AS","5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"809","DNA1-MAR-47-MGE","MAR-47-MGE","DNA",2024-08-15,"AS","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"810","DNA1-HAM-48-MGE","HAM-48-MGE","DNA",2024-08-16,"AS","30","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"811","DNA1-JOA-48-MGE","JOA-48-MGE","DNA",2024-08-16,"AS","9.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"812","DNA1-IRI-49-MGE","IRI-49-MGE","DNA",2024-08-16,"AS","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"813","DNA1-HEN-49-MGE","HEN-49-MGE","DNA",2024-08-16,"AS","9.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"814","DNA1-WOL-50-MGE","WOL-50-MGE","DNA",2024-09-09,"SA","1.36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"815","DNA1-IVY-50-MGE","IVY-50-MGE","DNA",2024-09-09,"SA","9.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"816","DNA1-LAM-51-MGE","LAM-51-MGE","DNA",2024-09-09,"SA","1.52","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"817","DNA1-FRA-51-MGE","FRA-51-MGE","DNA",2024-09-09,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"818","DNA1-GOO-52-MGE","GOO-52-MGE","DNA",2024-09-09,"SA","2.92","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"819","DNA1-GRO-52-MGE","GRO-52-MGE","DNA",2024-09-09,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"820","DNA1-KUB-53-MGE","KUB-53-MGE","DNA",2024-09-09,"SA","6.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"821","DNA1-CHA-53-MGE","CHA-53-MGE","DNA",2024-09-09,"SA","0.476","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11",""
"822","RNA1-1-HAM-1-DRS","HAM-1-DRS","RNA",2023-05-18,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"823","RNA1-HAM-1-MGE","HAM-1-MGE","RNA",2023-05-18,"SA","0.121","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"824","RNA1-FRA-17-DRS","FRA-17-DRS","RNA",2023-05-18,"SA","52","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"825","RNA1-FRA-17-MGE","FRA-17-MGE","RNA",2023-05-18,"SA","0.175","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"826","RNA1-HER-29-DRS","HER-29-DRS","RNA",2023-05-18,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"827","RNA1-HER-29-MGE","HER-29-MGE","RNA",2023-05-18,"SA","0.146","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"828","RNA1-IVY-43-DRS","IVY-43-DRS","RNA",2023-05-18,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"829","RNA1-IVY-43-MGE","IVY-43-MGE","RNA",2023-05-18,"SA","0.176","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"830","RNA1-JAR-57-DRS","JAR-57-DRS","RNA",2023-05-18,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"831","RNA1-JAR-57-MGE","JAR-57-MGE","RNA",2023-05-18,"SA","1.39","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"832","RNA1-GOO-1-DRS","GOO-1-DRS","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"833","RNA1-GOO-1-MGE","GOO-1-MGE","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"834","RNA1-WOL-15-MGE","WOL-15-MGE","RNA",2023-07-10,"SA","14","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"835","RNA1-OPH-29-DRS","OPH-29-DRS","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"836","RNA1-OPH-29-MGE","OPH-29-MGE","RNA",2023-07-10,"SA","11","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"837","RNA1-IRI-43-DRS","IRI-43-DRS","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"838","RNA1-IRI-43-MGE","IRI-43-MGE","RNA",2023-07-10,"SA","4.98","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"839","RNA1-HEN-57-DRS","HEN-57-DRS","RNA",2023-07-10,"SA","42","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"840","RNA1-HEN-57-MGE","HEN-57-MGE","RNA",2023-07-10,"SA","1.97","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"841","RNA1-WOL-59-DRS","WOL-59-DRS","RNA",2023-07-10,"SA","34","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"842","RNA1-WOL-59-MGE","WOL-59-MGE","RNA",2023-07-10,"SA","8.6","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"843","RNA1-FRA-66-DRS","FRA-66-DRS","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"844","RNA1-FRA-66-MGE","FRA-66-MGE","RNA",2023-07-10,"SA","2.93","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"845","RNA1-JOA-70-DRS","JOA-70-DRS","RNA",2023-07-10,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"846","RNA1-JOA-70-MGE","JOA-70-MGE","RNA",2023-07-10,"SA","2.05","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"847","RNA1-LAM-1-DRS","LAM-1-DRS","RNA",2023-07-13,"SA","106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"848","RNA1-LAM-1-MGE","LAM-1-MGE","RNA",2023-07-13,"SA","24","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"849","RNA1-IRI-15-MGE","IRI-15-MGE","RNA",2023-07-13,"SA","26","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"850","RNA1-BUD-29-DRS","BUD-29-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"851","RNA1-BUD-29-MGE","BUD-29-MGE","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"852","RNA1-GOO-43-DRS","GOO-43-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"853","RNA1-GOO-43-MGE","GOO-43-MGE","RNA",2023-07-13,"SA","18","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"854","RNA1-JOA-57-DRS","JOA-57-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"855","RNA1-JOA-57-MGE","JOA-57-MGE","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"856","RNA1-IRI-59-DRS","IRI-59-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"857","RNA1-IRI-59-MGE","IRI-59-MGE","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"858","RNA1-MAR-66-DRS","MAR-66-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"859","RNA1-MAR-66-MGE","MAR-66-MGE","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"860","RNA1-GIN-70-DRS","GIN-70-DRS","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"861","RNA1-GIN-70-MGE","GIN-70-MGE","RNA",2023-07-13,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"862","RNA1-IVY-1-DRS","IVY-1-DRS","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"863","RNA1-IVY-1-MGE","IVY-1-MGE","RNA",2023-07-17,"SA","48","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"864","RNA1-LAM-15-MGE","LAM-15-MGE","RNA",2023-07-17,"SA","3.71","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"865","RNA1-MAR-29-DRS","MAR-29-DRS","RNA",2023-07-17,"SA","36","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"866","RNA1-MAR-29-MGE","MAR-29-MGE","RNA",2023-07-17,"SA","22","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"867","RNA1-FRA-43-DRS","FRA-43-DRS","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"868","RNA1-FRA-43-MGE","FRA-43-MGE","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"869","RNA1-GRO-57-DRS","GRO-57-DRS","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"870","RNA1-GRO-57-MGE","GRO-57-MGE","RNA",2023-07-17,"SA","65","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"871","RNA1-CHA-59-DRS","CHA-59-DRS","RNA",2023-07-17,"SA","47","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"872","RNA1-CHA-59-MGE","CHA-59-MGE","RNA",2023-07-17,"SA","15","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"873","RNA1-JAR-66-DRS","JAR-66-DRS","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"874","RNA1-JAR-66-MGE","JAR-66-MGE","RNA",2023-07-17,"SA","35","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"875","RNA1-HEN-70-DRS","HEN-70-DRS","RNA",2023-07-17,"SA",">106","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"876","RNA1-HEN-70-MGE","HEN-70-MGE","RNA",2023-07-17,"SA","54","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"877","RNA1-PAD-1-DRS","PAD-1-DRS","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"878","RNA1-PAD-1-MGE","PAD-1-MGE","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"879","RNA1-HER-16-DRS","HER-16-DRS","RNA",2023-07-20,"SA","86","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"880","RNA1-HER-16-MGE","HER-16-MGE","RNA",2023-07-20,"SA","33","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"881","RNA1-HAM-36-MGE","HAM-36-MGE","RNA",2023-07-20,"SA","55","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"882","RNA1-JAR-41-DRS","JAR-41-DRS","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"883","RNA1-JAR-41-MGE","JAR-41-MGE","RNA",2023-07-20,"SA","6","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"884","RNA1-CHA-43-DRS","CHA-43-DRS","RNA",2023-07-20,"SA","11","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"885","RNA1-CHA-43-MGE","CHA-43-MGE","RNA",2023-07-20,"SA","17","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"886","RNA1-KOR-57-DRS","KOR-57-DRS","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"887","RNA1-KOR-57-MGE","KOR-57-MGE","RNA",2023-07-20,"SA","23","Quick-DNA/RNA MagBead","RNA Extracts 1",""
"888","RNA1-OPH-66-DRS","OPH-66-DRS","RNA",2023-07-20,"SA","70","Quick-DNA/RNA MagBead","RNA Extracts 1",""
