"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"43","FRA-48-MGE-S114",9554,0.959,"DNA1-FRA-48-MGE","FRA-48-MGE","CM006",22,"S114","barcode22","27F","1492R","MIN_16_2024-5-19",2.29,1.8,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-16,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-26,"48",08:00:00,"Franc","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Franc_48","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"44","FRA-49-MGE-S125",9953,0.9551,"DNA1-FRA-49-MGE","FRA-49-MGE","CM007",10,"S125","barcode10","27F","1492R","MIN_16_2024-5-21",0.662,6.1,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","60","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-27,"49",08:00:00,"Franc","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Franc_49","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"45","FRA-50-MGE-S296",15480,0.9638,"DNA1-FRA-50-MGE","FRA-50-MGE","CM014",20,"S296","barcode20","27F","1492R","MIN_16_2025-4-2",3.11,1.3,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",08:00:00,"Franc","SA/GR",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Franc_50","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"46","FRA-51-MGE-S274",10165,0.961,"DNA1-FRA-51-MGE","FRA-51-MGE","CM013",21,"S274","barcode21","27F","1492R","MIN_16_2025-4-1",4.08,1,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-09-09,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-29,"51",08:00:00,"Franc","SA",3,"Molecular Grade (96%) Ethanol",18,"collected from bedding","intervention_2","gum","Franc_51","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"47","FRA-53-MGE-S147",6826,0.9672,"DNA1-FRA-53-MGE","FRA-53-MGE","CM008",9,"S147","barcode09","27F","1492R","MIN_16_2024-6-11",1.68,2.4,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","1.75","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-01,"53",08:00:00,"Franc","SA/GR",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","gum","Franc_53","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"48","FRA-56-MGE-S111",10666,0.9638,"DNA1-FRA-56-MGE","FRA-56-MGE","CM006",19,"S111","barcode19","27F","1492R","MIN_16_2024-5-19",1.35,3,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-04,"56",08:00:00,"Franc","SA",2,"Molecular Grade (96%) Ethanol",20,"","intervention_2","gum","Franc_56","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"49","FRA-68-MGE-S51",12022,0.9622,"DNA1-FRA-68-MGE","FRA-68-MGE","CM004",5,"S51","barcode05","27F","1492R","MIN_16_2024-2-29",1.87,2.1,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-01,"SA/MB","4.85","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-16,"68",08:00:00,"Franc","SA",3,"Molecular Grade (95%) Ethanol",26,"","washout_2","gum-washout","Franc_68","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"50","FRA-9-MGE-S71",21658,0.9552,"DNA1-FRA-9-MGE","FRA-9-MGE","CM005",2,"S71","barcode02","27F","1492R","MIN_16_2024-3-1",4.56,0.9,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-12,"SA","9.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-18,"9",08:00:00,"Franc","SA",2,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Franc_9","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX",""
"51","GIN-14-MGE-S75",12306,0.9583,"DNA1-GIN-14-MGE","GIN-14-MGE","CM005",6,"S75","barcode06","27F","1492R","MIN_16_2024-3-1",5.5,0.7,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-12,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-23,"14",08:00:00,"Ginger","SA/GR",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Ginger_14","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"52","GIN-18-MGE-S211",5769,0.9748,"DNA1-GIN-18-MGE","GIN-18-MGE","CM011",4,"S211","barcode04","27F","1492R","MIN_16_2025-1-23",4.95,0.8,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","2.01","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-27,"18",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ginger_18","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"53","GIN-2-MGE-S174",23087,0.9689,"DNA1-GIN-2-MGE","GIN-2-MGE","CM009",13,"S174","barcode13","27F","1492R","MIN_16_2024-7-19",3.33,1.2,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-07-18,"SA","1.88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",2023-03-11,"2",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Ginger_2","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"54","GIN-20-MGE-S255",8060,0.9684,"DNA1-GIN-20-MGE","GIN-20-MGE","CM013",2,"S255","barcode02","27F","1492R","MIN_16_2025-4-1",3.52,1.1,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-07,"SA","1.21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-29,"20",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Ginger_20","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"55","GIN-24-MGE-S240",5395,0.9682,"DNA1-GIN-24-MGE","GIN-24-MGE","CM012",10,"S240","barcode10","27F","1492R","MIN_16_2025-2-21",3.37,1.2,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-02,"24",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",6,"","intervention_1","control","Ginger_24","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"56","GIN-27-MGE-S171",160,0.9689,"DNA1-GIN-27-MGE","GIN-27-MGE","CM009",10,"S171","barcode10","27F","1492R","MIN_16_2024-7-19",3.1,1.3,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-23,"SA","2.17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-04-05,"27",07:30:00,"Ginger","SA/GR",1,"Molecular Grade (96%) Ethanol",7,"","intervention_1","control","Ginger_27","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"57","GIN-29-MGE-S177",6708,0.9709,"DNA1-GIN-29-MGE","GIN-29-MGE","CM009",16,"S177","barcode16","27F","1492R","MIN_16_2024-7-19",7.9,0.5,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-27,"SA","7.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-04-07,"29",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",8,"","washout_1","control-washout","Ginger_29","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"58","GIN-36-MGE-S277",16523,0.9734,"DNA1-GIN-36-MGE","GIN-36-MGE","CM014",1,"S277","barcode01","27F","1492R","MIN_16_2025-4-2",3.48,1.2,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2023-12-12,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-14,"36",08:00:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ginger_36","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"59","GIN-41-MGE-S217",4199,0.971,"DNA1-GIN-41-MGE","GIN-41-MGE","CM011",10,"S217","barcode10","27F","1492R","MIN_16_2025-1-23",2.2,1.8,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","8.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-19,"41",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Ginger_41","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"60","GIN-42-MGE-S241",8700,0.9685,"DNA1-GIN-42-MGE","GIN-42-MGE","CM012",11,"S241","barcode11","27F","1492R","MIN_16_2025-2-21",8.5,0.5,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","8.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-20,"42",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",13,"collected from bedding","washout_1","control-washout","Ginger_42","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"61","GIN-43-DRS-L130",7,0.9227,"DNA1-GIN-43-DRS","GIN-43-DRS","CM001",3,"L130","barcode03","27F","1391R","MIN_16_2023-12-21",4.83,4.1,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-07-28,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-04-21,"43",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",14,"","intervention_2","gum","Ginger_43","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"62","GIN-44-MGE-S265",8483,0.9656,"DNA1-GIN-44-MGE","GIN-44-MGE","CM013",12,"S265","barcode12","27F","1492R","MIN_16_2025-4-1",7.7,0.5,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-15,"AS","2.71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-22,"44",08:00:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Ginger_44","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"63","GIN-46-MGE-S194",3596,0.9664,"DNA1-GIN-46-MGE","GIN-46-MGE","CM010",10,"S194","barcode10","27F","1492R","MIN_16_2024-7-21",2.02,2,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-24,"46",08:00:00,"Ginger","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Ginger_46","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"64","GIN-47-MGE-S133",6657,0.9536,"DNA1-GIN-47-MGE","GIN-47-MGE","CM007",18,"S133","barcode18","27F","1492R","MIN_16_2024-5-21",5.7,0.7,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-10-18,"SA/SK","2.13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-25,"47",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Ginger_47","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"65","GIN-49-MGE-S130",9540,0.9594,"DNA1-GIN-49-MGE","GIN-49-MGE","CM007",15,"S130","barcode15","27F","1492R","MIN_16_2024-5-21",2.82,1.4,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-08,"SA","29","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-27,"49",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Ginger_49","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"66","GIN-50-MGE-S202",5796,0.963,"DNA1-GIN-50-MGE","GIN-50-MGE","CM010",18,"S202","barcode18","27F","1492R","MIN_16_2024-7-21",2.56,1.6,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","8.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-28,"50",08:00:00,"Ginger","SA/GR",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Ginger_50","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"67","GIN-52-MGE-S145",8105,0.9733,"DNA1-GIN-52-MGE","GIN-52-MGE","CM008",7,"S145","barcode07","27F","1492R","MIN_16_2024-6-11",3.87,1,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-30,"52",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",19,"","intervention_2","gum","Ginger_52","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"68","GIN-55-DRS-S96",9428,0.9545,"DNA1-GIN-55-DRS","GIN-55-DRS","CM006",4,"S96","barcode04","27F","1492R","MIN_16_2024-5-19",2.08,1.9,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-02,"SA","5.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-03,"55",08:00:00,"Ginger","SA/GR",3,"DNA/RNA Shield",20,"","intervention_2","gum","Ginger_55","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"69","GIN-55-MGE-S97",6365,0.9567,"DNA1-GIN-55-MGE","GIN-55-MGE","CM006",5,"S97","barcode05","27F","1492R","MIN_16_2024-5-19",0.788,5.1,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-02,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-03,"55",08:00:00,"Ginger","SA/GR",3,"Molecular Grade (96%) Ethanol",20,"","intervention_2","gum","Ginger_55","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"70","GIN-58-MGE-S42",5647,0.9561,"DNA1-GIN-58-MGE","GIN-58-MGE","CM003",19,"S42","barcode19","27F","1492R","MIN_16_2024-3-6",6.2,0.6,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-06,"58",08:00:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Ginger_58","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"71","GIN-7-DRS-S87",13089,0.9532,"DNA1-GIN-7-DRS","GIN-7-DRS","CM005",18,"S87","barcode18","27F","1492R","MIN_16_2024-3-1",6.2,0.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-16,"7",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",2,"","baseline","run-in","Ginger_7","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"72","GIN-7-MGE-S88",13685,0.957,"DNA1-GIN-7-MGE","GIN-7-MGE","CM005",19,"S88","barcode19","27F","1492R","MIN_16_2024-3-1",6.6,0.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-16,"7",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Ginger_7","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX",""
"73","GOO-20-MGE-S161",9261,0.9723,"DNA1-GOO-20-MGE","GOO-20-MGE","CM008",23,"S161","barcode23","27F","1492R","MIN_16_2024-6-11",3.48,1.2,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-04-23,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-29,"20",07:30:00,"Goose","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Goose_20","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"74","GOO-22-MGE-S139",7393,0.9697,"DNA1-GOO-22-MGE","GOO-22-MGE","CM008",1,"S139","barcode01","27F","1492R","MIN_16_2024-6-11",5.6,0.7,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-21,"SA","4.28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-31,"22",07:30:00,"Goose","SA/GR",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Goose_22","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"75","GOO-24-MGE-S214",4391,0.9616,"DNA1-GOO-24-MGE","GOO-24-MGE","CM011",7,"S214","barcode07","27F","1492R","MIN_16_2025-1-23",2.18,1.8,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-02,"24",07:30:00,"Goose","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Goose_24","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"76","GOO-37-MGE-S112",10169,0.9588,"DNA1-GOO-37-MGE","GOO-37-MGE","CM006",20,"S112","barcode20","27F","1492R","MIN_16_2024-5-19",1.71,2.3,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-16,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-15,"37",08:00:00,"Goose","SA",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Goose_37","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"77","GOO-4-DRS-L222",3,0.9127,"DNA1-GOO-4-DRS","GOO-4-DRS","CM001",49,"L222","barcode49","27F","1391R","MIN_16_2023-12-21",10,2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","8.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-13,"4",07:30:00,"Goose","SA",2,"DNA/RNA Shield",1,"","baseline","run-in","Goose_4","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"78","GOO-4-DRS-S20",1,0.9525,"DNA1-GOO-4-DRS","GOO-4-DRS","CM002",20,"S20","barcode20","27F","1492R","MIN_16_2024-2-12",7.9,0.5,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","8.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-13,"4",07:30:00,"Goose","SA",2,"DNA/RNA Shield",1,"","baseline","run-in","Goose_4","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"79","GOO-4-MGE-L223",7426,0.9321,"DNA1-GOO-4-MGE","GOO-4-MGE","CM001",50,"L223","barcode50","27F","1391R","MIN_16_2023-12-21",1.6,12.3,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-13,"4",07:30:00,"Goose","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Goose_4","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"80","GOO-4-MGE-S21",33773,0.9779,"DNA1-GOO-4-MGE","GOO-4-MGE","CM002",21,"S21","barcode21","27F","1492R","MIN_16_2024-2-12",7.1,0.6,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-13,"4",07:30:00,"Goose","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Goose_4","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"81","GOO-42-MGE-S76",14817,0.9609,"DNA1-GOO-42-MGE","GOO-42-MGE","CM005",7,"S76","barcode07","27F","1492R","MIN_16_2024-3-1",2.49,1.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-19,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-20,"42",08:00:00,"Goose","SA",3,"Molecular Grade (96%) Ethanol",13,"collected from bedding","washout_1","gum-washout","Goose_42","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
"82","GOO-44-MGE-S121",8700,0.9584,"DNA1-GOO-44-MGE","GOO-44-MGE","CM007",6,"S121","barcode06","27F","1492R","MIN_16_2024-5-21",0.541,7.4,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","2.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-22,"44",08:00:00,"Goose","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Goose_44","Group1","RoomF","F1","GOO","Male","Family","Texas",2016-06-24,6.712328767,"","ABX-CTRL",""
