Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day
HEN-9-DRS	2023-03-18	9	08:00:00	Henry	SA	3	DNA/RNA Shield	3		run-in	baseline	Henry_9
HEN-9-MGE	2023-03-18	9	08:00:00	Henry	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Henry_9
GIN-9-DRS	2023-03-18	9	08:00:00	Ginger	SA	3	DNA/RNA Shield	3		run-in	baseline	Ginger_9
GIN-9-MGE	2023-03-18	9	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Ginger_9
HAM-11-DRS	2023-03-20	11	07:30:00	Hamlet	SA	2	DNA/RNA Shield	3		run-in	baseline	Hamlet_11
HAM-11-MGE	2023-03-20	11	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hamlet_11
HER-11-DRS	2023-03-20	11	07:30:00	Hera	SA	2	DNA/RNA Shield	3		run-in	baseline	Hera_11
HER-11-MGE	2023-03-20	11	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hera_11
JAR-11-DRS	2023-03-20	11	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	3		run-in	baseline	JarJarBinks_11
JAR-11-MGE	2023-03-20	11	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	JarJarBinks_11
OPH-11-DRS	2023-03-20	11	07:30:00	Ophelia	SA	2	DNA/RNA Shield	3		run-in	baseline	Ophelia_11
OPH-11-MGE	2023-03-20	11	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Ophelia_11
KUB-11-DRS	2023-03-20	11	07:30:00	Kubo	SA	1	DNA/RNA Shield	3		run-in	baseline	Kubo_11
KUB-11-MGE	2023-03-20	11	07:30:00	Kubo	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Kubo_11
KOR-11-DRS	2023-03-20	11	07:30:00	Korra	SA	1	DNA/RNA Shield	3		run-in	baseline	Korra_11
KOR-11-MGE	2023-03-20	11	07:30:00	Korra	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Korra_11
WOL-11-DRS	2023-03-20	11	07:30:00	Wolverine	SA	1	DNA/RNA Shield	3		run-in	baseline	Wolverine_11
WOL-11-MGE	2023-03-20	11	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_11
IRI-11-DRS	2023-03-20	11	07:30:00	Iris	SA	1	DNA/RNA Shield	3		run-in	baseline	Iris_11
IRI-11-MGE	2023-03-20	11	07:30:00	Iris	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Iris_11
GOO-11-DRS	2023-03-20	11	08:00:00	Goose	SA	3	DNA/RNA Shield	3		run-in	baseline	Goose_11
GOO-11-MGE	2023-03-20	11	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Goose_11
LAM-11-DRS	2023-03-20	11	08:00:00	Lambchop	SA	3	DNA/RNA Shield	3		run-in	baseline	Lambchop_11
LAM-11-MGE	2023-03-20	11	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Lambchop_11
FRA-11-DRS	2023-03-20	11	08:00:00	Franc	SA	2	DNA/RNA Shield	3		run-in	baseline	Franc_11
FRA-11-MGE	2023-03-20	11	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Franc_11
PAD-11-DRS	2023-03-20	11	08:00:00	Padme	SA	1	DNA/RNA Shield	3		run-in	baseline	Padme_11
PAD-11-MGE	2023-03-20	11	08:00:00	Padme	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Padme_11
BUD-11-DRS	2023-03-20	11	08:00:00	Buddy	SA	3	DNA/RNA Shield	3		run-in	baseline	Buddy_11
BUD-11-MGE	2023-03-20	11	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Buddy_11
JOA-11-DRS	2023-03-20	11	08:00:00	Joans	SA	2	DNA/RNA Shield	3		run-in	baseline	Joans_11
JOA-11-MGE	2023-03-20	11	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Joans_11
HAM-14-DRS	2023-03-23	14	07:30:00	Hamlet	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	Hamlet_14
HAM-14-MGE	2023-03-23	14	07:30:00	Hamlet	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hamlet_14
HER-14-DRS	2023-03-23	14	07:30:00	Hera	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	Hera_14
HER-14-MGE	2023-03-23	14	07:30:00	Hera	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hera_14
JAR-14-DRS	2023-03-23	14	07:30:00	JarJarBinks	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	JarJarBinks_14
JAR-14-MGE	2023-03-23	14	07:30:00	JarJarBinks	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	JarJarBinks_14
OPH-14-DRS	2023-03-23	14	07:30:00	Ophelia	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Ophelia_14
OPH-14-MGE	2023-03-23	14	07:30:00	Ophelia	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Ophelia_14
KUB-14-DRS	2023-03-23	14	07:30:00	Kubo	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Kubo_14
KUB-14-MGE	2023-03-23	14	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Kubo_14
KOR-14-DRS	2023-03-23	14	07:30:00	Korra	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	Korra_14
KOR-14-MGE	2023-03-23	14	07:30:00	Korra	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Korra_14
WOL-14-DRS	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Wolverine_14
WOL-14-MGE	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_14
IRI-14-DRS	2023-03-23	14	07:30:00	Iris	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Iris_14
IRI-14-MGE	2023-03-23	14	07:30:00	Iris	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Iris_14
LAM-14-DRS	2023-03-23	14	08:00:00	Lambchop	SA/GR	3	DNA/RNA Shield	3		run-in	baseline	Lambchop_14
LAM-14-MGE	2023-03-23	14	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Lambchop_14
BUD-14-DRS	2023-03-23	14	08:00:00	Buddy	SA/GR	3	DNA/RNA Shield	3		run-in	baseline	Buddy_14
BUD-14-MGE	2023-03-23	14	08:00:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Buddy_14
JOA-14-DRS	2023-03-23	14	08:00:00	Joans	SA/GR	4	DNA/RNA Shield	3		run-in	baseline	Joans_14
JOA-14-MGE	2023-03-23	14	08:00:00	Joans	SA/GR	4	Molecular Grade (96%) Ethanol	3		run-in	baseline	Joans_14
HEN-14-DRS	2023-03-23	14	08:00:00	Henry	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	Henry_14
HEN-14-MGE	2023-03-23	14	08:00:00	Henry	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Henry_14
GIN-14-DRS	2023-03-23	14	08:00:00	Ginger	SA/GR	1	DNA/RNA Shield	3		run-in	baseline	Ginger_14
GIN-14-MGE	2023-03-23	14	08:00:00	Ginger	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Ginger_14
HAM-15-DRS	2023-03-24	15	07:30:00	Hamlet	SA	1	DNA/RNA Shield	3		intervention_1	gum	Hamlet_15
HAM-15-MGE	2023-03-24	15	07:30:00	Hamlet	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hamlet_15
HER-15-MGE	2023-03-24	15	07:30:00	Hera	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hera_15
JAR-15-MGE	2023-03-24	15	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	JarJarBinks_15
OPH-15-MGE	2023-03-24	15	07:30:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Ophelia_15
KUB-15-MGE	2023-03-24	15	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Kubo_15
KOR-15-MGE	2023-03-24	15	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Korra_15
WOL-15-MGE	2023-03-24	15	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_15
IRI-15-MGE	2023-03-24	15	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Iris_15
LAM-15-MGE	2023-03-24	15	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Lambchop_15
PAD-15-DRS	2023-03-24	15	08:00:00	Padme	SA	3	DNA/RNA Shield	3	blood in stool	intervention_1	control	Padme_15
PAD-15-MGE	2023-03-24	15	08:00:00	Padme	SA	3	Molecular Grade (96%) Ethanol	3	blood in stool	intervention_1	control	Padme_15
HAM-16-DRS	2023-03-25	16	07:30:00	Hamlet	SA	2	DNA/RNA Shield	3		intervention_1	gum	Hamlet_16
HAM-16-MGE	2023-03-25	16	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hamlet_16
HER-16-DRS	2023-03-25	16	07:30:00	Hera	SA	2	DNA/RNA Shield	3		intervention_1	gum	Hera_16
HER-16-MGE	2023-03-25	16	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hera_16
JAR-16-DRS	2023-03-25	16	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	3		intervention_1	gum	JarJarBinks_16
JAR-16-MGE	2023-03-25	16	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	JarJarBinks_16
OPH-16-DRS	2023-03-25	16	07:30:00	Ophelia	SA	1	DNA/RNA Shield	3		intervention_1	gum	Ophelia_16
OPH-16-MGE	2023-03-25	16	07:30:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Ophelia_16
KUB-16-DRS	2023-03-25	16	07:30:00	Kubo	SA	3	DNA/RNA Shield	3		intervention_1	gum	Kubo_16
KUB-16-MGE	2023-03-25	16	07:30:00	Kubo	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Kubo_16
KOR-16-DRS	2023-03-25	16	07:30:00	Korra	SA	3	DNA/RNA Shield	3		intervention_1	gum	Korra_16
KOR-16-MGE	2023-03-25	16	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Korra_16
WOL-16-DRS	2023-03-25	16	07:30:00	Wolverine	SA	1	DNA/RNA Shield	3		intervention_1	gum	Wolverine_16
WOL-16-MGE	2023-03-25	16	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_16
IRI-16-DRS	2023-03-25	16	07:30:00	Iris	SA	2	DNA/RNA Shield	3		intervention_1	gum	Iris_16
IRI-16-MGE	2023-03-25	16	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Iris_16
BUD-16-DRS	2023-03-25	16	08:00:00	Buddy	SA	4	DNA/RNA Shield	3		intervention_1	control	Buddy_16
BUD-16-MGE	2023-03-25	16	08:00:00	Buddy	SA	4	Molecular Grade (96%) Ethanol	3		intervention_1	control	Buddy_16
HAM-17-DRS	2023-03-26	17	07:30:00	Hamlet	SA	3	DNA/RNA Shield	3		intervention_1	gum	Hamlet_17
HAM-17-MGE	2023-03-26	17	07:30:00	Hamlet	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hamlet_17
HER-17-DRS	2023-03-26	17	07:30:00	Hera	SA	2	DNA/RNA Shield	3		intervention_1	gum	Hera_17
HER-17-MGE	2023-03-26	17	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hera_17
JAR-17-DRS	2023-03-26	17	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	4		intervention_1	gum	JarJarBinks_17
JAR-17-MGE	2023-03-26	17	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	JarJarBinks_17
OPH-17-DRS	2023-03-26	17	07:30:00	Ophelia	SA	2	DNA/RNA Shield	4		intervention_1	gum	Ophelia_17
OPH-17-MGE	2023-03-26	17	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Ophelia_17
KUB-17-DRS	2023-03-26	17	07:30:00	Kubo	SA	1	DNA/RNA Shield	4		intervention_1	gum	Kubo_17
KUB-17-MGE	2023-03-26	17	07:30:00	Kubo	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Kubo_17
KOR-17-DRS	2023-03-26	17	07:30:00	Korra	SA	2	DNA/RNA Shield	4		intervention_1	gum	Korra_17
KOR-17-MGE	2023-03-26	17	07:30:00	Korra	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Korra_17
WOL-17-DRS	2023-03-26	17	07:30:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_17
WOL-17-MGE	2023-03-26	17	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_17
IRI-17-DRS	2023-03-26	17	07:30:00	Iris	SA	3	DNA/RNA Shield	4		intervention_1	gum	Iris_17
IRI-17-MGE	2023-03-26	17	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Iris_17
GOO-17-DRS	2023-03-26	17	08:00:00	Goose	SA	1	DNA/RNA Shield	4		intervention_1	gum	Goose_17
GOO-17-MGE	2023-03-26	17	08:00:00	Goose	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Goose_17
LAM-17-DRS	2023-03-26	17	08:00:00	Lambchop	SA	3	DNA/RNA Shield	4		intervention_1	gum	Lambchop_17
LAM-17-MGE	2023-03-26	17	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Lambchop_17
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17
IVY-17-DRS	2023-03-26	17	08:00:00	Ivy	SA	2	DNA/RNA Shield	4		intervention_1	control	Ivy_17
IVY-17-MGE	2023-03-26	17	08:00:00	Ivy	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Ivy_17
CHA-17-DRS	2023-03-26	17	08:00:00	Charles	SA	2	DNA/RNA Shield	4		intervention_1	control	Charles_17
CHA-17-MGE	2023-03-26	17	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Charles_17
PAD-17-DRS	2023-03-26	17	08:00:00	Padme	SA	5	DNA/RNA Shield	4		intervention_1	control	Padme_17
PAD-17-MGE	2023-03-26	17	08:00:00	Padme	SA	5	Molecular Grade (96%) Ethanol	4		intervention_1	control	Padme_17
GRO-17-DRS	2023-03-26	17	08:00:00	Grogu	SA	2	DNA/RNA Shield	4		intervention_1	control	Grogu_17
GRO-17-MGE	2023-03-26	17	08:00:00	Grogu	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Grogu_17
MAR-17-DRS	2023-03-26	17	08:00:00	Marshmallow	SA	2	DNA/RNA Shield	4		intervention_1	control	Marshmallow_17
MAR-17-MGE	2023-03-26	17	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Marshmallow_17
BUD-17-DRS	2023-03-26	17	08:00:00	Buddy	SA	2	DNA/RNA Shield	4		intervention_1	control	Buddy_17
BUD-17-MGE	2023-03-26	17	08:00:00	Buddy	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Buddy_17
JOA-17-DRS	2023-03-26	17	08:00:00	Joans	SA	3	DNA/RNA Shield	4		intervention_1	control	Joans_17
JOA-17-MGE	2023-03-26	17	08:00:00	Joans	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	control	Joans_17
HEN-17-DRS	2023-03-26	17	08:00:00	Henry	SA	2	DNA/RNA Shield	4		intervention_1	control	Henry_17
HEN-17-MGE	2023-03-26	17	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Henry_17
GIN-17-DRS	2023-03-26	17	08:00:00	Ginger	SA	2	DNA/RNA Shield	4		intervention_1	control	Ginger_17
GIN-17-MGE	2023-03-26	17	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Ginger_17
HAM-18-DRS	2023-03-27	18	08:00:00	Hamlet	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Hamlet_18
HAM-18-MGE	2023-03-27	18	08:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hamlet_18
HER-18-DRS	2023-03-27	18	08:00:00	Hera	SA/GR	3	DNA/RNA Shield	4		intervention_1	gum	Hera_18
HER-18-MGE	2023-03-27	18	08:00:00	Hera	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hera_18
JAR-18-DRS	2023-03-27	18	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	4		intervention_1	gum	JarJarBinks_18
JAR-18-MGE	2023-03-27	18	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	JarJarBinks_18
OPH-18-DRS	2023-03-27	18	08:00:00	Ophelia	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Ophelia_18
OPH-18-MGE	2023-03-27	18	08:00:00	Ophelia	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Ophelia_18
KUB-18-DRS	2023-03-27	18	08:00:00	Kubo	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Kubo_18
KUB-18-MGE	2023-03-27	18	08:00:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Kubo_18
KOR-18-DRS	2023-03-27	18	08:00:00	Korra	SA/GR	3	DNA/RNA Shield	4		intervention_1	gum	Korra_18
KOR-18-MGE	2023-03-27	18	08:00:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Korra_18
WOL-18-DRS	2023-03-27	18	08:00:00	Wolverine	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_18
WOL-18-MGE	2023-03-27	18	08:00:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_18
IRI-18-DRS	2023-03-27	18	08:00:00	Iris	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Iris_18
IRI-18-MGE	2023-03-27	18	08:00:00	Iris	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Iris_18
LAM-18-DRS	2023-03-27	18	07:30:00	Lambchop	SA/GR	3	DNA/RNA Shield	4		intervention_1	gum	Lambchop_18
LAM-18-MGE	2023-03-27	18	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Lambchop_18
IVY-18-DRS	2023-03-27	18	07:30:00	Ivy	SA/GR	4	DNA/RNA Shield	4		intervention_1	control	Ivy_18
IVY-18-MGE	2023-03-27	18	07:30:00	Ivy	SA/GR	4	Molecular Grade (96%) Ethanol	4		intervention_1	control	Ivy_18
GRO-18-DRS	2023-03-27	18	07:30:00	Grogu	SA/GR	3	DNA/RNA Shield	4		intervention_1	control	Grogu_18
GRO-18-MGE	2023-03-27	18	07:30:00	Grogu	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	control	Grogu_18
BUD-18-DRS	2023-03-27	18	07:30:00	Buddy	SA/GR	2	DNA/RNA Shield	4		intervention_1	control	Buddy_18
BUD-18-MGE	2023-03-27	18	07:30:00	Buddy	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Buddy_18
GIN-18-DRS	2023-03-27	18	07:30:00	Ginger	SA/GR	2	DNA/RNA Shield	4		intervention_1	control	Ginger_18
GIN-18-MGE	2023-03-27	18	07:30:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Ginger_18
HER-19-DRS	2023-03-28	19	08:00:00	Hera	SA	2	DNA/RNA Shield	4		intervention_1	gum	Hera_19
HER-19-MGE	2023-03-28	19	08:00:00	Hera	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hera_19
OPH-19-DRS	2023-03-28	19	08:00:00	Ophelia	SA	2	DNA/RNA Shield	4		intervention_1	gum	Ophelia_19
OPH-19-MGE	2023-03-28	19	08:00:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Ophelia_19
WOL-19-DRS	2023-03-28	19	08:00:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_19
WOL-19-MGE	2023-03-28	19	08:00:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_19
IRI-19-DRS	2023-03-28	19	08:00:00	Iris	SA	3	DNA/RNA Shield	4		intervention_1	gum	Iris_19
IRI-19-MGE	2023-03-28	19	08:00:00	Iris	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Iris_19
FRA-19-DRS	2023-03-28	19	07:30:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_19
FRA-19-MGE	2023-03-28	19	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_19
IVY-19-DRS	2023-03-28	19	07:30:00	Ivy	SA	4	DNA/RNA Shield	4		intervention_1	control	Ivy_19
IVY-19-MGE	2023-03-28	19	07:30:00	Ivy	SA	4	Molecular Grade (96%) Ethanol	4		intervention_1	control	Ivy_19
BUD-19-DRS	2023-03-28	19	07:30:00	Buddy	SA	3	DNA/RNA Shield	4		intervention_1	control	Buddy_19
BUD-19-DRS	2023-03-28	19	07:30:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	control	Buddy_19
HAM-20-DRS	2023-03-29	20	07:30:00	Hamlet	SA	1	DNA/RNA Shield	4		intervention_1	gum	Hamlet_20
HAM-20-MGE	2023-03-29	20	07:30:00	Hamlet	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hamlet_20
HER-20-DRS	2023-03-29	20	07:30:00	Hera	SA	2	DNA/RNA Shield	4		intervention_1	gum	Hera_20
HER-20-MGE	2023-03-29	20	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hera_20
JAR-20-DRS	2023-03-29	20	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	4		intervention_1	gum	JarJarBinks_20
JAR-20-MGE	2023-03-29	20	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	JarJarBinks_20
OPH-20-DRS	2023-03-29	20	07:30:00	Ophelia	SA	1	DNA/RNA Shield	4		intervention_1	gum	Ophelia_20
OPH-20-MGE	2023-03-29	20	07:30:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Ophelia_20
KUB-20-DRS	2023-03-29	20	07:30:00	Kubo	SA	2	DNA/RNA Shield	4		intervention_1	gum	Kubo_20
KUB-20-MGE	2023-03-29	20	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Kubo_20
KOR-20-DRS	2023-03-29	20	07:30:00	Korra	SA	3	DNA/RNA Shield	4		intervention_1	gum	Korra_20
KOR-20-MGE	2023-03-29	20	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Korra_20
WOL-20-DRS	2023-03-29	20	07:30:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_20
WOL-20-MGE	2023-03-29	20	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_20
IRI-20-DRS	2023-03-29	20	07:30:00	Iris	SA	2	DNA/RNA Shield	4		intervention_1	gum	Iris_20
IRI-20-MGE	2023-03-29	20	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Iris_20
GOO-20-DRS	2023-03-29	20	07:30:00	Goose	SA	2	DNA/RNA Shield	4		intervention_1	gum	Goose_20
GOO-20-MGE	2023-03-29	20	07:30:00	Goose	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Goose_20
LAM-20-DRS	2023-03-29	20	07:30:00	Lambchop	SA	3	DNA/RNA Shield	4		intervention_1	gum	Lambchop_20
LAM-20-MGE	2023-03-29	20	07:30:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Lambchop_20
CHA-20-DRS	2023-03-29	20	08:00:00	Charles	SA	2	DNA/RNA Shield	4		intervention_1	control	Charles_20
CHA-20-MGE	2023-03-29	20	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Charles_20
PAD-20-DRS	2023-03-29	20	08:00:00	Padme	SA	4	DNA/RNA Shield	4	euthanized (renal failure)	intervention_1	control	Padme_20
PAD-20-MGE	2023-03-29	20	08:00:00	Padme	SA	4	Molecular Grade (96%) Ethanol	4	euthanized (renal failure)	intervention_1	control	Padme_20
BUD-20-DRS	2023-03-29	20	08:00:00	Buddy	SA	2	DNA/RNA Shield	4		intervention_1	control	Buddy_20
BUD-20-MGE	2023-03-29	20	08:00:00	Buddy	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Buddy_20
GIN-20-DRS	2023-03-29	20	08:00:00	Ginger	SA	2	DNA/RNA Shield	5		intervention_1	control	Ginger_20
GIN-20-MGE	2023-03-29	20	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	control	Ginger_20
HAM-21-DRS	2023-03-30	21	08:00:00	Hamlet	SA	2	DNA/RNA Shield	5		intervention_1	gum	Hamlet_21
HAM-21-MGE	2023-03-30	21	08:00:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Hamlet_21
HER-21-DRS	2023-03-30	21	08:00:00	Hera	SA	2	DNA/RNA Shield	5		intervention_1	gum	Hera_21
HER-21-MGE	2023-03-30	21	08:00:00	Hera	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Hera_21
JAR-21-DRS	2023-03-30	21	08:00:00	JarJarBinks	SA	2	DNA/RNA Shield	5		intervention_1	gum	JarJarBinks_21
JAR-21-MGE	2023-03-30	21	08:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_21
OPH-21-DRS	2023-03-30	21	08:00:00	Ophelia	SA	1	DNA/RNA Shield	5		intervention_1	gum	Ophelia_21
OPH-21-MGE	2023-03-30	21	08:00:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Ophelia_21
KUB-21-DRS	2023-03-30	21	08:00:00	Kubo	SA	2	DNA/RNA Shield	5		intervention_1	gum	Kubo_21
